scenario_id,level,bn_fault_var,bn_fault_state,bfm_var,bfm_fault_state,belief,plausibility,width,empty_set_mass,rank_by_belief,rank_by_plausibility,bfm_rank
11,L0_complete,F_cable_1,broken,C1,bro,0.05768,0.05768,0.0,0.68251,,,9.0
11,L0_complete,F_cable_2,broken,C2,bro,0.05768,0.05768,0.0,0.68251,,,10.0
11,L0_complete,F_cable_3,broken,C3,bro,0.05768,0.05768,0.0,0.68251,,,11.0
11,L0_complete,F_cable_4,broken,C4,bro,0.05768,0.05768,0.0,0.68251,,,12.0
11,L0_complete,F_cable_5,broken,C5,bro,0.05768,0.05768,0.0,0.68251,,,13.0
11,L0_complete,F_cable_6,broken,C6,bro,0.05768,0.05768,0.0,0.68251,,,14.0
11,L0_complete,F_cable_7,broken,C7,bro,0.05768,0.05768,0.0,0.68251,,,15.0
11,L0_complete,F_cable_8,broken,C8,bro,0.05768,0.05768,0.0,0.68251,,,16.0
11,L0_complete,F_cable_load,broken,CL,bro,0.05768,0.05768,0.0,0.68251,,,17.0
11,L0_complete,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.68251,,,18.0
11,L0_complete,F_PSU_short,yes,PSF,yes,0.00079,0.00079,0.0,0.68251,,,19.0
11,L0_complete,F_battery,exhausted,Batt,exh,0.0,0.0,0.0,0.68251,,,20.0
14,L0_complete,F_PSU_short,yes,PSF,yes,1.0,1.0,0.0,0.99525,,,1.0
14,L0_complete,F_battery,exhausted,Batt,exh,1.0,1.0,0.0,0.99525,,,2.0
14,L0_complete,F_sw_1,detached,SW1,det,0.03,0.03,0.0,0.99525,,,3.0
14,L0_complete,F_sw_2,detached,SW2,det,0.03,0.03,0.0,0.99525,,,4.0
14,L0_complete,F_sw_3,detached,SW3,det,0.03,0.03,0.0,0.99525,,,5.0
14,L0_complete,F_sw_4,detached,SW4,det,0.03,0.03,0.0,0.99525,,,6.0
14,L0_complete,F_sw_5,detached,SW5,det,0.03,0.03,0.0,0.99525,,,7.0
14,L0_complete,F_sw_6,detached,SW6,det,0.03,0.03,0.0,0.99525,,,8.0
14,L0_complete,F_sw_7,detached,SW7,det,0.03,0.03,0.0,0.99525,,,9.0
14,L0_complete,F_sw_8,detached,SW8,det,0.03,0.03,0.0,0.99525,,,10.0
14,L0_complete,F_cable_1,broken,C1,bro,0.02,0.02,0.0,0.99525,,,11.0
14,L0_complete,F_cable_2,broken,C2,bro,0.02,0.02,0.0,0.99525,,,12.0
14,L0_complete,F_cable_3,broken,C3,bro,0.02,0.02,0.0,0.99525,,,13.0
14,L0_complete,F_cable_4,broken,C4,bro,0.02,0.02,0.0,0.99525,,,14.0
14,L0_complete,F_cable_5,broken,C5,bro,0.02,0.02,0.0,0.99525,,,15.0
14,L0_complete,F_cable_6,broken,C6,bro,0.02,0.02,0.0,0.99525,,,16.0
14,L0_complete,F_cable_7,broken,C7,bro,0.02,0.02,0.0,0.99525,,,17.0
14,L0_complete,F_cable_8,broken,C8,bro,0.02,0.02,0.0,0.99525,,,18.0
14,L0_complete,F_cable_load,broken,CL,bro,0.02,0.02,0.0,0.99525,,,19.0
14,L0_complete,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.99525,,,20.0
